,code,open,high,low,close
986,601006,13.68,14.13,13.65,
987,600459,32.3,33.23,32.0,
988,300066,24.68,26.35,24.5,
989,600405,20.1,21.49,19.88,
990,000816,15.81,16.24,15.3,
991,002076,25.34,27.3,24.27,
992,002563,29.45,30.37,29.21,
993,002591,21.01,22.5,21.0,
994,000601,12.48,12.98,12.13,
995,600900,14.47,14.97,14.46,
996,600638,22.55,23.59,22.55,
997,002238,30.93,31.85,30.2,
998,600227,12.56,12.87,12.29,
999,600992,25.1,26.0,24.51,
1000,300362,57.43,59.25,57.43,
1001,600082,12.12,12.79,11.88,
1002,600816,45.79,47.16,45.0,
1003,300007,111.8,111.8,100.1,
1004,300182,66.09,68.8,65.32,
1005,002121,39.75,41.65,39.2,
1006,601558,10.19,10.73,10.1,
1007,000848,24.37,25.35,24.3,
1008,300239,28.44,29.35,27.58,
1009,600397,13.81,14.24,13.8,
1010,002084,21.51,22.25,21.05,
1011,002652,17.8,18.68,17.8,
1012,601666,8.76,9.06,8.73,
1013,600511,47.2,48.97,47.11,
1014,600619,18.21,19.3,18.21,
1015,601333,8.28,8.6,8.22,
1016,000933,9.88,10.3,9.82,
1017,600684,19.82,20.96,19.16,
1018,002611,22.08,22.52,21.28,
1019,300133,38.9,40.53,38.38,
1020,000800,27.47,28.88,27.39,
1021,000543,21.12,21.65,20.8,
1022,000823,19.03,20.03,19.03,
1023,600433,22.4,22.98,22.05,
1024,000537,16.47,17.18,16.08,
1025,000402,14.39,14.75,14.25,
1026,002392,26.29,27.59,26.15,
1027,002071,30.0,31.28,29.58,
1028,300061,20.75,21.69,20.65,
1029,000780,10.1,10.49,10.07,
1030,600141,21.57,22.2,21.4,
1031,603718,66.03,66.03,59.2,
1032,600804,42.5,43.88,42.33,
1033,000019,23.11,24.5,23.0,
1034,600864,24.9,26.0,24.72,
1035,002038,70.45,71.9,69.85,
1036,600792,10.31,10.7,10.31,
1037,002364,38.2,39.5,38.16,
1038,002738,53.68,55.08,53.21,
1039,600070,24.49,26.43,24.25,
1040,601866,9.93,10.3,9.8,
1041,002151,71.6,73.16,69.0,
1042,600774,30.64,31.85,30.63,
1043,601988,5.02,5.1,4.91,
1044,300171,79.35,80.8,77.85,
1045,600997,10.05,10.41,9.97,
1046,002134,19.64,20.5,19.62,
1047,000758,27.5,28.3,27.25,
1048,601011,21.39,21.89,20.9,
1049,300051,30.85,31.97,30.71,
1050,600339,11.95,12.19,11.54,
1051,600661,53.51,54.78,52.82,
1052,603699,32.95,33.8,32.8,
1053,600215,15.4,16.32,15.3,
1054,600063,13.7,14.74,13.28,
1055,000767,10.78,11.13,10.72,
1056,300290,57.71,59.85,57.5,
1057,600197,18.48,19.42,18.3,
1058,601166,19.87,20.76,19.38,
1059,600633,29.73,31.3,29.51,
1060,000632,16.49,16.89,16.23,
1061,000901,73.79,74.66,71.68,
1062,600657,11.12,11.7,11.04,
1063,600698,14.07,14.97,14.0,
1064,600088,46.79,48.5,46.44,
1065,600573,20.19,21.71,19.84,
1066,600188,17.37,18.01,17.35,
1067,000926,17.38,17.78,17.2,
1068,002053,41.32,42.96,40.18,
1069,600230,19.35,19.54,18.95,
1070,000528,16.25,16.98,16.0,
1071,000883,12.7,13.09,12.41,
1072,300183,44.8,45.6,43.9,
1073,600066,22.64,22.98,22.55,
1074,002241,42.52,44.55,42.42,
1075,600190,10.32,10.6,10.26,
1076,600399,16.38,16.87,15.95,
1077,600970,20.95,21.3,20.52,
1078,603222,47.91,49.5,47.8,
1079,002032,30.0,30.75,29.8,
1080,002691,26.85,28.36,26.66,
1081,300349,50.48,51.37,48.9,
1082,600521,32.7,33.99,31.32,
1083,600688,9.33,9.7,9.12,
1084,600677,40.0,42.8,39.06,
1085,000420,11.17,12.0,11.17,
1086,002224,19.4,19.7,19.29,
1087,600240,22.4,23.5,22.22,
1088,600367,20.0,20.48,19.5,
1089,601101,13.8,14.5,13.7,
1090,002225,12.64,12.92,12.41,
1091,002471,45.0,47.66,43.36,
1092,603002,16.97,17.38,16.75,
1093,601369,15.21,15.79,15.21,
1094,002357,40.5,43.8,40.0,
1095,002297,27.92,28.96,27.85,
1096,000692,13.5,13.85,13.26,
1097,601798,21.86,22.47,21.68,
1098,000998,33.8,34.22,33.01,
1099,000803,44.6,47.99,43.8,
1100,600257,19.83,20.9,19.49,
1101,603588,102.0,107.68,101.01,
1102,002576,44.3,44.79,43.36,
1103,603399,22.48,22.93,22.1,
1104,002122,14.59,14.96,14.59,
1105,002651,64.06,67.9,63.0,
1106,300223,49.82,52.68,49.52,
1107,600546,9.92,10.47,9.92,
1108,600509,17.48,17.79,17.33,
1109,002452,14.13,14.38,13.88,
1110,000029,17.62,17.87,17.27,
1111,600716,16.8,17.58,16.68,
1112,601567,59.0,59.5,57.18,
1113,600425,11.63,12.03,11.18,
1114,603008,29.91,31.42,29.91,
1115,002284,27.46,28.25,26.19,
1116,600007,20.2,20.78,20.0,
1117,002185,25.45,26.18,25.12,
1118,000952,22.83,23.66,22.71,
1119,600502,21.6,22.25,20.68,
1120,002672,72.5,75.4,71.73,
1121,300364,158.8,169.98,156.5,
1122,002157,20.31,21.23,20.09,
1123,600368,10.57,11.16,10.49,
1124,601616,12.06,12.39,11.78,
1125,600795,7.09,7.22,7.03,
1126,300160,31.36,32.0,31.0,
1127,600123,14.25,14.59,14.13,
1128,000712,43.25,43.97,42.88,
1129,000544,28.6,29.17,27.85,
1130,002460,35.4,36.94,34.75,
1131,600062,33.71,34.84,33.71,
1132,601139,14.38,14.75,14.37,
1133,600116,23.71,24.75,23.29,
1134,600177,24.59,25.57,24.1,
1135,600486,48.6,49.77,47.61,
1136,300132,14.49,15.08,14.16,
1137,300360,45.84,46.06,42.88,
1138,600406,28.31,29.17,28.23,
1139,300072,40.0,40.5,39.35,
1140,600714,18.84,19.62,18.5,
1141,600166,11.71,12.38,11.71,
1142,600847,37.0,39.0,36.88,
1143,300198,19.61,20.27,19.35,
1144,000898,8.11,8.19,7.97,
1145,601028,19.0,19.2,18.5,
1146,000550,40.63,41.18,40.4,
1147,002625,90.09,96.45,85.9,
1148,600808,6.64,6.8,6.5,
1149,300049,136.97,142.0,135.04,
1150,000725,5.19,5.33,5.17,
1151,600117,11.88,12.45,11.8,
1152,000059,13.66,13.89,13.37,
1153,000571,11.99,12.4,11.85,
1154,002653,37.51,39.43,36.01,
1155,600112,31.25,32.27,30.64,
1156,002540,19.05,19.4,18.62,
1157,300358,68.03,71.0,66.53,
1158,000066,22.16,22.88,21.9,
1159,002527,30.85,32.3,30.5,
1160,002557,22.16,22.68,22.15,
1161,300153,19.2,19.57,19.05,
1162,002490,17.11,18.0,16.91,
1163,000538,75.38,76.45,74.71,
1164,000869,56.53,59.25,56.51,
1165,002458,23.68,24.36,23.38,
1166,000338,35.39,36.15,35.01,
1167,002463,12.63,12.88,12.3,
1168,300100,28.7,29.47,28.15,
1169,002483,26.26,26.78,26.09,
1170,300277,35.9,39.2,35.9,
1171,600175,11.25,11.78,11.21,
1172,002521,20.0,20.5,19.72,
1173,002613,12.84,13.49,12.75,
1174,601015,24.98,26.4,24.98,
1175,300004,90.0,92.02,89.44,
1176,002694,21.31,21.7,21.18,
1177,600821,17.82,18.96,17.61,
1178,002399,47.79,48.87,47.12,
1179,600761,23.16,23.38,22.79,
1180,603611,48.47,49.18,47.59,
1181,002594,74.0,76.5,73.49,
1182,300045,28.08,28.83,27.78,
1183,300228,102.8,108.0,102.8,
1184,000698,11.68,11.99,11.43,
1185,000966,18.48,18.76,18.19,
1186,600611,26.69,26.87,26.16,
1187,002623,51.17,53.95,50.7,
1188,002208,28.7,30.38,28.38,
1189,300318,87.01,91.6,86.0,
1190,300115,48.96,50.49,48.0,
1191,600340,30.91,32.36,30.5,
1192,600508,17.25,17.77,17.2,
1193,600019,9.48,9.59,9.34,
1194,300311,55.0,57.33,54.3,
1195,600085,41.68,43.38,41.41,
1196,600068,13.92,14.2,13.76,
1197,002031,27.85,29.05,27.16,
1198,000682,11.41,11.8,11.17,
1199,600973,22.2,22.87,21.95,
1200,002579,33.69,34.44,33.12,
1201,600251,19.5,20.44,19.5,
1202,600651,26.7,28.15,25.87,
1203,000020,22.97,23.21,22.31,
1204,601038,18.88,19.66,18.68,
1205,000913,15.12,15.7,15.1,
1206,600169,12.7,13.0,12.48,
1207,600026,12.81,13.1,12.5,
1208,002514,36.56,37.69,36.56,
1209,600845,81.59,83.0,80.0,
1210,601226,23.0,24.2,22.31,
1211,002687,21.5,22.22,21.05,
1212,600446,216.56,227.22,202.83,
1213,002023,28.01,28.56,27.59,
1214,601992,14.09,14.54,14.01,
1215,600782,9.42,9.62,9.28,
1216,600683,14.23,14.83,14.16,
1217,000407,12.38,12.89,12.3,
1218,002598,18.28,19.4,17.7,
1219,000002,15.35,15.66,15.3,
1220,600122,23.1,24.36,23.1,
1221,600891,16.29,16.78,16.03,
1222,002276,41.58,41.59,39.84,
1223,300238,61.0,63.1,58.8,
1224,002036,29.0,32.0,28.81,
1225,002004,17.47,17.85,17.2,
1226,600422,49.3,51.5,48.61,
1227,002195,62.22,63.6,61.0,
1228,000607,19.65,20.19,19.22,
1229,600170,14.21,14.4,13.7,
1230,601008,13.83,14.4,13.79,
1231,600712,17.81,19.0,17.38,
1232,002115,23.78,24.68,23.32,
1233,300034,48.35,50.0,48.35,
1234,600660,16.9,17.1,16.82,
1235,002108,17.93,18.35,17.55,
1236,600056,24.4,24.44,23.71,
1237,600588,70.0,72.99,68.01,
1238,300369,76.7,79.39,76.6,
1239,000923,40.09,40.98,38.5,
1240,601958,16.2,16.49,16.2,
1241,002041,23.39,24.07,22.9,
1242,600182,32.89,33.23,32.49,
1243,600839,13.28,13.65,12.86,
1244,601179,13.29,13.62,13.08,
1245,601717,16.49,17.16,16.49,
1246,002282,20.46,21.0,20.2,
1247,002504,41.43,41.99,39.85,
1248,600285,17.77,17.91,17.23,
1249,002352,56.96,58.7,56.12,
1250,300144,83.0,84.38,79.8,
1251,002426,22.1,23.08,22.0,
1252,002216,21.15,21.59,20.88,
1253,601001,11.6,11.99,11.48,
1254,002142,22.19,22.46,21.91,
1255,002051,40.4,42.38,40.36,
1256,601901,14.98,15.33,14.97,
1257,002164,18.36,18.54,18.11,
1258,000540,17.08,17.67,16.82,
1259,300389,64.64,65.62,63.74,
1260,000430,16.16,16.55,15.93,
1261,600769,17.34,17.67,16.92,
1262,002736,31.42,32.37,31.42,
1263,000705,26.2,26.78,25.4,
1264,601012,20.6,21.4,20.52,
1265,002507,49.5,51.82,48.5,
1266,300021,24.25,24.98,23.95,
1267,600369,25.51,25.95,25.4,
1268,600862,38.8,39.48,38.5,
1269,000977,44.21,44.99,43.71,
1270,600784,17.33,18.28,17.07,
1271,601231,52.18,54.18,51.13,
1272,002305,12.17,12.95,12.03,
1273,300326,87.01,89.52,85.5,
1274,600111,25.41,25.85,24.75,
1275,300375,39.51,41.14,38.0,
1276,002019,48.5,49.49,47.03,
1277,002280,78.41,79.45,75.7,
1278,002661,60.9,62.97,60.39,
1279,600805,22.8,23.25,22.56,
1280,300267,40.7,41.65,40.1,
1281,002487,16.73,17.04,16.51,
1282,603099,30.23,31.23,30.05,
1283,300215,15.61,15.85,15.24,
1284,600750,44.58,45.29,44.31,
1285,000404,13.28,13.77,13.21,
1286,600376,15.68,16.2,15.31,
1287,600326,20.45,21.41,19.82,
1288,000623,43.95,45.28,43.95,
1289,000851,26.4,27.18,26.3,
1290,600880,23.31,24.25,23.19,
1291,300254,72.99,74.3,70.0,
1292,600115,11.65,11.88,11.23,
1293,600505,16.83,17.31,16.68,
1294,600359,18.49,19.08,18.21,
1295,600560,28.01,28.45,27.41,
1296,600686,29.5,30.03,29.01,
1297,600874,18.59,19.46,18.22,
1298,000504,33.31,36.0,33.31,
1299,600475,25.6,26.5,25.41,
1300,603993,17.73,18.28,17.73,
1301,600176,31.87,33.2,31.56,
1302,600550,16.63,17.0,16.41,
1303,000983,11.16,11.48,11.11,
1304,600577,10.86,11.37,10.59,
1305,300331,83.35,87.4,83.35,
1306,600523,32.5,34.48,32.1,
1307,600543,23.0,24.56,22.7,
1308,002390,24.66,25.0,24.35,
1309,300200,22.98,24.28,22.66,
1310,600598,24.65,25.3,24.65,
1311,600535,53.68,54.49,53.2,
1312,300398,90.5,90.96,87.58,
1313,600345,29.59,30.09,29.38,
1314,002660,23.68,24.23,21.86,
1315,000069,12.01,12.09,11.91,
1316,002485,20.9,21.39,20.69,
1317,002475,57.0,57.8,51.35,
1318,300080,16.72,17.0,16.44,
1319,002271,30.4,31.32,30.01,
1320,002328,19.81,20.3,19.4,
1321,000563,18.43,19.08,18.27,
1322,300019,23.79,23.88,23.37,
1323,002009,35.93,36.48,35.0,
1324,002240,22.14,22.55,21.5,
1325,000595,19.05,19.62,18.58,
1326,603318,77.0,78.09,68.1,
1327,601222,47.69,48.23,46.61,
1328,600081,27.46,28.0,26.85,
1329,300073,42.0,43.98,41.03,
1330,600305,37.01,38.38,36.35,
1331,002255,32.99,34.91,32.42,
1332,000797,42.44,44.65,41.4,
1333,600132,31.8,32.48,31.36,
1334,600626,26.61,27.1,26.0,
1335,601198,38.4,39.8,38.33,
1336,601137,35.39,36.51,35.03,
1337,600233,27.26,27.72,26.65,
1338,600621,22.62,23.1,22.0,
1339,000552,15.4,15.9,15.31,
1340,002484,29.73,30.4,29.24,
1341,000011,19.32,19.88,19.32,
1342,601939,7.06,7.11,7.0,
1343,600978,23.05,23.67,22.5,
1344,002432,40.21,42.8,40.21,
1345,600585,27.15,27.46,26.8,
1346,600016,10.99,11.13,10.85,
1347,000100,7.29,7.43,7.24,
1348,600488,12.79,13.29,12.5,
1349,600297,29.22,30.48,29.19,
1350,600859,40.91,41.68,40.0,
1351,600080,20.44,20.91,20.21,
1352,002580,27.69,28.5,27.3,
1353,603000,76.89,79.49,76.33,
1354,600449,17.09,17.47,16.58,
1355,000639,24.43,25.49,24.0,
1356,000651,61.4,62.15,61.28,
1357,300075,60.39,62.38,59.1,
1358,002492,23.82,25.18,23.57,
1359,600028,7.88,7.94,7.81,
1360,600781,33.58,33.95,33.37,
1361,601288,3.95,3.97,3.91,
1362,600606,38.0,38.19,37.31,
1363,300330,30.35,31.27,29.52,
1364,000965,14.3,14.78,13.95,
1365,000671,24.88,25.19,24.46,
1366,600616,22.39,23.87,21.92,
1367,002415,47.6,49.19,47.38,
1368,300234,28.8,29.14,27.8,
1369,002033,21.07,21.25,20.54,
1370,600572,32.78,33.3,31.68,
1371,600692,23.53,24.99,23.24,
1372,002062,14.83,15.21,14.79,
1373,600612,60.2,60.88,59.52,
1374,002103,40.8,41.8,39.6,
1375,002323,45.18,46.32,44.51,
1376,600809,28.01,29.69,28.0,
1377,300177,30.3,31.31,30.2,
1378,000088,13.34,13.46,12.92,
1379,600004,19.89,19.98,19.49,
1380,600048,13.26,13.39,13.18,
1381,600823,17.73,18.1,17.51,
1382,002181,21.89,22.98,21.46,
1383,000531,18.0,18.1,17.61,
1384,002400,33.79,34.9,33.77,
1385,002709,56.48,57.9,55.8,
1386,601688,29.8,30.2,29.47,
1387,300014,38.01,39.48,37.82,
1388,600654,43.6,47.07,42.4,
1389,000686,25.21,25.7,25.1,
1390,300015,39.15,40.58,39.1,
1391,002063,50.95,51.51,49.98,
1392,600390,23.46,23.72,22.91,
1393,000159,16.25,16.66,16.01,
1394,600278,28.15,28.5,27.43,
1395,002641,14.0,14.29,13.78,
1396,002509,25.7,26.48,25.51,
1397,300121,18.98,19.37,18.85,
1398,000922,23.76,24.39,23.5,
1399,002314,19.75,20.48,19.06,
1400,300207,27.41,27.85,26.8,
1401,600184,37.52,38.33,36.98,
1402,002362,51.05,52.45,50.2,
1403,002564,19.7,20.9,19.55,
1404,603126,22.72,23.1,22.65,
1405,600299,30.49,31.3,30.0,
1406,000421,15.15,15.34,15.01,
1407,000783,17.86,18.1,17.81,
1408,000918,10.0,10.5,9.87,
1409,002050,15.42,15.69,15.16,
1410,601669,15.75,15.89,15.5,
1411,601857,13.0,13.08,12.88,
1412,002189,49.4,51.0,49.0,
1413,002559,26.21,26.7,26.0,
1414,002566,26.53,26.87,25.9,
1415,300018,63.29,69.0,59.5,
1416,600988,24.0,24.5,23.6,
1417,600466,19.08,19.38,18.65,
1418,601398,5.43,5.44,5.37,
1419,000761,8.24,8.35,8.19,
1420,000018,50.1,51.5,49.6,
1421,000779,27.8,28.48,27.5,
1422,601158,14.19,14.77,14.0,
1423,600983,20.0,20.4,19.77,
1424,002013,43.1,43.6,41.86,
1425,002317,34.55,35.56,33.97,
1426,601328,8.95,8.99,8.52,
1427,600725,11.87,12.27,11.81,
1428,601678,12.08,12.28,11.82,
1429,002395,33.7,35.5,33.05,
1430,300256,34.0,35.6,33.52,
1431,600975,24.54,24.99,23.96,
1432,000935,12.2,12.69,12.05,
1433,300405,66.0,67.45,65.57,
1434,300069,54.73,56.68,51.68,
1435,300150,18.89,19.18,18.81,
1436,600629,42.9,43.7,41.7,
1437,600050,9.72,9.95,9.53,
1438,600104,26.22,26.3,25.81,
1439,002100,16.31,16.5,16.12,
1440,000030,16.35,17.05,16.25,
1441,600162,13.38,13.75,13.3,
1442,600213,19.98,20.49,19.9,
1443,601377,17.05,17.36,17.01,
1444,002406,17.28,17.58,17.15,
1445,603123,17.5,17.8,17.11,
1446,300244,117.07,125.99,116.65,
1447,000726,18.0,18.25,17.85,
1448,600273,18.41,19.64,18.4,
1449,002671,23.0,25.24,22.55,
1450,300152,43.8,43.9,42.15,
1451,002324,44.08,44.47,43.05,
1452,601996,16.48,16.86,16.25,
1453,000908,24.88,24.92,24.06,
1454,600348,12.47,12.85,12.43,
1455,002152,50.6,51.51,49.65,
1456,600748,21.9,22.22,21.43,
1457,000900,13.03,13.67,12.9,
1458,300217,22.3,22.5,21.71,
1459,600530,40.25,42.0,39.11,
1460,600146,35.75,36.49,35.0,
1461,600269,9.14,9.38,9.06,
1462,603128,18.46,18.96,17.9,
1463,600089,19.37,19.63,19.02,
1464,300216,62.0,63.33,61.7,
1465,000001,16.48,16.63,16.31,
1466,300370,34.48,35.35,33.89,
1467,600321,12.05,12.45,11.31,
1468,300077,66.25,67.21,65.5,
1469,000498,12.06,12.55,11.88,
1470,600783,56.0,56.4,54.68,
1471,600100,30.47,31.5,30.4,
1472,002236,43.1,44.33,42.6,
1473,300173,24.86,25.69,24.11,
1474,600202,18.85,19.38,18.67,
1475,002385,19.45,19.6,19.14,
1476,600642,13.25,13.35,13.03,
1477,600708,20.0,20.24,19.5,
1478,002141,33.0,33.84,32.5,
1479,002266,20.19,20.65,19.92,
1480,600739,33.8,33.96,32.9,
1481,600234,33.83,34.4,32.51,
1482,600658,21.0,21.27,20.35,
1483,600556,35.55,36.98,34.68,
1484,000768,44.99,45.5,44.0,
1485,600876,23.05,24.5,22.16,
1486,002213,23.31,24.08,23.28,
1487,600999,33.0,33.58,32.52,
1488,000738,41.5,42.0,40.91,
1489,002093,25.25,25.54,24.49,
1490,000027,25.78,26.18,25.6,
1491,601555,26.81,27.26,26.5,
1492,300274,45.3,46.14,44.11,
1493,000937,9.56,9.7,9.45,
1494,603169,29.7,29.91,29.22,
1495,002654,48.8,49.96,48.2,
1496,600518,50.89,51.6,49.71,
1497,002693,19.99,20.49,19.8,
1498,002017,30.28,30.52,30.0,
1499,002047,20.59,21.2,20.05,
1500,000987,42.1,43.38,41.95,
1501,600350,10.65,10.99,10.52,
1502,000750,21.69,22.14,21.5,
1503,300258,22.85,23.65,22.5,
1504,601388,23.9,24.01,23.1,
1505,000609,24.1,24.6,23.5,
1506,002040,24.25,25.68,23.83,
1507,600467,12.73,13.19,12.7,
1508,600219,13.55,13.68,13.2,
1509,000415,13.49,13.67,13.35,
1510,600201,95.05,96.8,90.0,
1511,601636,14.32,14.4,13.94,
1512,002508,43.05,44.44,42.61,
1513,600077,14.71,15.02,14.2,
1514,600724,14.4,15.25,14.05,
1515,000025,29.66,30.37,28.8,
1516,600015,17.18,17.29,16.88,
1517,600751,17.76,18.0,17.26,
1518,002128,18.5,19.29,18.36,
1519,600895,40.15,41.97,38.5,
1520,002072,38.51,39.6,37.28,
1521,600218,20.41,20.96,20.05,
1522,300273,43.1,46.13,42.28,
1523,600400,22.55,22.68,21.6,
1524,002730,46.34,47.34,45.44,
1525,300307,22.67,23.11,22.41,
1526,300039,23.2,23.97,22.5,
1527,600355,24.88,25.5,24.5,
1528,000988,25.99,26.2,25.4,
1529,600735,27.4,27.5,26.11,
1530,600309,27.85,28.2,27.58,
1531,000776,28.02,28.55,27.8,
1532,600138,28.74,29.27,28.3,
1533,300016,56.9,57.55,55.65,
1534,000423,60.43,60.75,59.5,
1535,600566,32.36,32.98,31.93,
1536,002401,33.72,34.4,33.51,
1537,002402,36.0,37.0,35.68,
1538,600035,9.4,9.69,9.32,
1539,600096,20.0,20.18,19.38,
1540,600236,13.19,13.5,12.86,
1541,600311,13.02,13.77,12.87,
1542,600383,15.34,15.76,15.1,
1543,600696,23.0,24.9,22.66,
1544,600993,46.1,47.36,45.44,
1545,601005,7.55,7.79,7.11,
1546,000400,34.3,34.9,33.5,
1547,000790,20.03,20.97,20.03,
1548,000822,11.14,11.28,10.9,
1549,002092,14.97,15.22,14.74,
1550,002277,25.01,25.98,24.52,
1551,300376,57.5,57.79,55.58,
1552,600292,39.4,40.6,39.0,
1553,600893,72.8,72.8,70.95,
1554,600276,62.49,62.98,61.05,
1555,002612,92.78,95.0,88.0,
1556,600875,29.05,29.47,28.62,
1557,000839,27.99,28.5,27.2,
1558,600837,27.44,27.47,26.84,
1559,601633,48.18,48.45,47.63,
1560,600887,21.7,21.87,21.12,
1561,002340,18.75,18.88,18.51,
1562,601000,16.95,17.35,16.42,
1563,601099,16.03,16.3,15.98,
1564,600635,15.48,15.52,15.2,
1565,600126,14.19,14.42,13.92,
1566,002187,28.59,29.8,28.1,
1567,600420,56.0,56.0,54.0,
1568,002342,13.4,13.6,13.12,
1569,300005,40.2,41.15,39.2,
1570,002657,138.3,139.2,132.0,
1571,600826,44.98,46.31,44.5,
1572,601318,90.69,91.65,89.66,
1573,603005,68.3,70.68,68.0,
1574,300343,144.0,145.48,138.51,
1575,002217,27.95,28.01,26.8,
1576,600478,23.9,24.1,23.35,
1577,300020,40.01,40.4,38.98,
1578,600666,51.89,52.79,51.1,
1579,600160,13.6,14.27,13.6,
1580,600697,41.16,41.99,40.5,
1581,601118,13.57,14.03,13.45,
1582,300257,34.28,35.08,33.7,
1583,300129,13.5,13.6,13.35,
1584,600744,13.3,13.44,13.1,
1585,002229,43.29,44.48,41.81,
1586,002294,37.16,37.46,36.44,
1587,000728,35.05,35.4,34.6,
1588,000611,17.1,17.97,17.02,
1589,000032,28.99,30.4,28.6,
1590,300024,115.0,116.44,110.38,
1591,600009,38.9,39.45,37.35,
1592,600054,26.3,26.53,25.81,
1593,300233,97.01,100.0,96.23,
1594,002377,15.29,15.75,15.06,
1595,300092,20.44,20.67,20.08,
1596,300339,75.8,80.4,75.7,
1597,600354,15.19,16.0,15.0,
1598,601169,14.79,14.86,14.46,
1599,002130,29.11,29.62,28.9,
1600,000777,47.76,48.29,47.03,
1601,000652,14.06,14.48,13.9,
1602,002374,31.93,32.6,31.0,
1603,002422,50.33,50.8,49.55,
1604,002146,13.6,13.8,13.2,
1605,002167,27.01,27.55,26.92,
1606,600563,45.03,45.21,43.88,
1607,000997,39.43,40.83,38.03,
1608,002089,30.0,31.88,29.68,
1609,600262,51.12,53.0,50.01,
1610,600038,79.9,80.18,77.5,
1611,000558,32.45,35.0,31.2,
1612,600036,20.58,20.77,20.1,
1613,300157,20.45,21.16,20.05,
1614,000969,19.91,20.2,19.58,
1615,600113,19.41,19.87,18.85,
1616,000530,23.35,23.76,22.81,
1617,300009,40.6,42.78,38.88,
1618,002588,38.36,39.06,37.2,
1619,600353,34.69,35.5,33.7,
1620,601106,18.5,18.95,18.18,
1621,002510,22.15,22.97,21.52,
1622,002299,21.53,21.95,21.2,
1623,600030,32.2,32.49,31.71,
1624,002184,66.93,68.0,65.66,
1625,002500,24.4,24.87,24.21,
1626,300231,34.48,35.18,33.55,
1627,000798,22.88,25.0,22.6,
1628,300417,124.8,127.5,122.09,
1629,603167,23.4,23.98,22.42,
1630,600023,13.17,13.35,13.05,
1631,601668,9.8,9.9,9.66,
1632,601899,6.46,6.49,6.4,
1633,601618,9.56,9.71,9.39,
1634,002220,21.7,21.85,20.91,
1635,300079,30.5,31.19,30.1,
1636,600529,23.82,24.06,23.3,
1637,600196,35.57,36.3,35.17,
1638,600316,47.25,47.97,46.25,
1639,002702,37.8,38.53,37.21,
1640,000919,29.09,29.68,28.11,
1641,600776,23.24,23.45,22.4,
1642,002451,25.53,26.1,25.0,
1643,002698,83.3,86.45,81.8,
1644,600720,13.68,13.79,13.38,
1645,603017,70.95,72.59,69.23,
1646,002318,80.69,84.58,79.07,
1647,300308,29.12,29.7,28.4,
1648,000899,18.42,18.79,18.01,
1649,300135,15.65,15.8,15.29,
1650,000963,76.58,77.49,75.1,
1651,601933,15.25,15.44,14.9,
1652,601238,14.84,14.99,14.63,
1653,002692,28.88,30.18,28.88,
1654,300229,41.14,43.0,40.7,
1655,000801,38.88,39.49,38.45,
1656,002650,23.8,24.99,23.45,
1657,603606,33.46,34.25,33.2,
1658,000809,16.45,16.64,16.1,
1659,002182,23.35,23.5,22.83,
1660,002708,42.21,42.98,40.7,
1661,300325,23.56,23.87,22.69,
1662,000975,25.35,25.55,24.89,
1663,002433,23.05,23.47,22.5,
1664,600662,23.16,23.9,22.58,
1665,601515,31.2,32.16,30.45,
1666,603688,35.77,36.19,35.26,
1667,002606,28.5,28.97,28.12,
1668,600613,32.55,33.33,32.01,
1669,601117,12.63,12.85,12.45,
1670,600898,23.0,24.66,22.66,
1671,600998,33.05,33.54,32.57,
1672,002194,26.22,27.99,25.72,
1673,600423,14.23,14.38,14.06,
1674,300340,45.32,46.1,44.08,
1675,600362,28.19,28.66,27.86,
1676,600881,16.0,16.43,15.58,
1677,002335,62.51,63.23,60.58,
1678,002334,17.68,17.86,17.25,
1679,002618,59.8,59.8,57.58,
1680,300410,80.39,82.4,79.87,
1681,000553,21.33,21.68,20.91,
1682,300230,28.83,29.5,28.19,
1683,600185,40.28,41.48,39.96,
1684,002267,20.42,20.59,20.2,
1685,600073,19.0,19.18,18.36,
1686,002568,158.5,162.87,153.5,
1687,000333,38.08,38.69,37.55,
1688,300395,47.45,47.45,46.6,
1689,000503,79.89,79.89,77.0,
1690,000625,23.3,23.42,22.82,
1691,000598,12.55,12.64,12.26,
1692,300088,41.5,41.5,36.8,
1693,300303,17.6,17.64,17.21,
1694,002467,27.68,28.17,27.05,
1695,600064,27.78,27.97,27.12,
1696,600259,68.32,69.2,67.58,
1697,002639,45.81,46.26,45.18,
1698,002690,54.11,54.47,52.6,
1699,002682,40.0,40.1,38.49,
1700,600961,20.02,20.14,19.57,
1701,600516,16.67,16.88,16.32,
1702,600624,26.89,27.0,26.24,
1703,002145,29.7,29.97,29.1,
1704,002382,39.6,40.87,38.85,
1705,000153,19.78,19.99,19.03,
1706,002158,32.58,33.68,32.1,
1707,000657,28.7,29.5,28.19,
1708,600216,17.45,17.96,17.2,
1709,000005,14.15,14.22,13.8,
1710,600312,26.48,26.96,26.01,
1711,300169,18.5,19.0,18.38,
1712,300300,95.54,96.2,92.68,
1713,300058,23.1,23.45,22.3,
1714,600643,29.5,29.8,28.58,
1715,002349,67.67,68.75,66.71,
1716,300081,80.52,85.05,77.58,
1717,300220,75.78,76.85,73.5,
1718,300076,35.8,36.52,35.3,
1719,002610,20.84,21.2,20.5,
1720,600819,14.96,14.98,14.52,
1721,300163,59.0,60.67,58.11,
1722,300187,59.01,60.23,57.29,
