,code,open,high,low,close
209,000973,14.98,16.2,14.7,
210,002018,40.72,44.09,40.72,
211,002321,15.65,16.42,15.65,
212,000755,13.8,15.32,13.68,
213,603616,17.97,17.97,17.97,
214,600052,11.94,13.12,11.94,
215,600173,11.81,13.01,11.75,
216,002016,19.8,21.73,19.78,
217,600507,12.05,12.79,12.05,
218,002761,12.68,12.68,12.68,
219,002265,27.45,30.23,27.0,
220,300475,15.33,15.33,15.33,
221,600567,5.78,6.4,5.76,
222,002766,11.92,11.92,11.92,
223,300452,144.95,144.95,138.0,
224,601968,4.88,4.88,4.88,
225,300313,28.05,31.13,27.8,
226,002561,23.0,23.9,22.73,
227,600396,11.36,12.5,11.26,
228,600371,34.48,37.68,34.48,
229,600780,12.51,13.31,12.26,
230,600485,57.2,62.66,55.21,
231,600418,17.71,19.45,17.4,
232,002544,47.25,51.91,47.15,
233,601566,31.8,34.64,31.57,
234,300136,36.16,38.36,35.0,
235,600310,43.0,46.92,43.0,
236,300397,184.0,198.42,180.0,
237,000023,34.75,38.29,34.68,
238,002479,20.7,22.5,20.7,
239,002002,36.4,40.16,35.58,
240,000062,84.0,90.38,82.16,
241,600579,21.94,24.0,21.94,
242,002446,39.96,43.7,39.81,
243,002373,66.3,72.94,63.8,
244,600892,67.4,72.9,67.0,
245,600593,41.31,45.38,41.31,
246,002581,131.0,141.0,130.88,
247,002126,25.85,27.83,25.29,
248,000950,13.36,14.57,13.2,
249,601233,24.37,26.61,23.19,
250,002477,27.0,28.27,26.4,
251,600306,26.01,28.28,25.92,
252,002439,51.99,56.18,51.56,
253,600590,24.67,27.15,24.67,
254,002029,28.75,31.6,28.75,
255,300329,43.3,47.85,41.76,
256,601007,33.3,36.51,33.19,
257,300365,40.72,44.6,40.59,
258,600192,17.12,19.11,17.01,
259,000670,21.26,23.28,21.26,
260,000757,15.62,17.0,15.62,
261,002503,18.8,20.87,18.62,
262,002139,32.1,35.3,32.1,
263,000791,20.7,22.77,20.5,
264,300264,29.2,31.92,28.7,
265,600207,11.83,12.82,11.83,
266,300286,47.82,52.53,46.56,
267,000004,43.77,48.06,43.76,
268,000785,21.0,22.98,20.3,
269,600280,20.09,21.84,20.09,
270,600741,23.37,25.67,23.2,
271,300253,80.01,87.37,78.66,
272,300027,59.0,64.45,57.81,
273,000613,15.68,16.88,15.19,
274,000605,39.77,42.98,38.48,
275,600272,25.75,27.92,24.86,
276,601890,15.88,17.38,15.61,
277,601518,9.05,9.75,9.02,
278,002074,32.51,35.1,32.51,
279,002529,29.35,31.98,29.35,
280,603766,35.6,39.03,34.71,
281,600421,24.0,26.02,23.2,
282,600300,13.82,15.1,13.6,
283,002144,43.2,47.69,42.95,
284,000566,49.58,54.22,49.58,
285,600237,14.2,15.49,14.02,
286,600617,25.83,28.0,25.83,
287,000056,39.02,42.6,39.02,
288,300003,51.98,56.68,51.51,
289,300246,61.0,68.08,60.1,
290,002409,34.9,38.47,34.9,
291,000719,31.88,34.98,31.88,
292,300041,55.35,59.45,54.0,
293,600610,18.84,20.72,18.82,
294,002659,32.0,35.37,31.1,
295,600083,19.79,21.96,19.63,
296,000795,19.4,21.38,19.35,
297,600198,46.44,50.58,46.06,
298,300063,46.2,49.95,46.18,
299,002517,66.0,68.1,64.0,
300,000727,16.89,18.57,16.89,
301,300251,46.81,51.06,46.1,
302,603166,43.46,47.82,42.45,
303,600084,11.71,12.8,11.68,
304,600031,13.1,14.33,12.96,
305,600583,15.09,16.38,14.9,
306,002042,16.0,17.14,15.9,
307,600538,17.64,19.58,17.5,
308,002205,34.9,37.99,34.81,
309,002250,26.28,29.0,25.88,
310,000548,19.31,20.98,18.88,
311,000760,23.48,25.45,23.48,
312,000055,16.92,18.25,16.86,
313,600707,21.11,23.09,20.9,
314,000753,11.15,12.0,11.1,
315,600740,11.41,12.25,11.3,
316,300393,65.16,69.99,65.16,
317,002124,27.09,29.57,26.69,
318,000151,33.79,35.93,33.18,
319,000010,16.43,17.99,16.2,
320,002560,35.48,38.55,35.45,
321,002355,16.12,17.93,15.88,
322,600829,25.5,26.83,24.35,
323,000683,10.78,11.86,10.75,
324,600079,50.01,53.39,50.0,
325,000589,13.0,14.04,13.0,
326,300382,177.0,193.5,175.65,
327,600815,21.01,23.0,20.87,
328,600370,19.26,20.88,19.08,
329,600860,16.98,18.1,16.76,
330,000666,27.17,29.68,27.01,
331,300384,116.8,124.36,110.85,
332,600727,15.4,16.68,15.4,
333,002221,47.48,51.82,47.4,
334,600106,13.72,15.16,13.71,
335,600532,26.5,29.1,26.5,
336,600760,22.02,24.2,21.43,
337,300386,210.0,225.08,210.0,
338,000887,37.51,39.98,37.5,
339,600011,11.98,12.99,11.98,
340,002333,24.0,26.5,23.56,
341,600737,17.61,19.28,17.43,
342,000931,17.4,19.27,17.3,
343,300332,37.29,39.55,36.3,
344,000629,5.86,6.4,5.77,
345,600976,46.23,49.79,45.81,
346,300068,27.9,30.94,27.01,
347,600540,16.5,18.0,16.29,
348,600067,14.05,15.07,14.05,
349,000939,21.25,22.77,21.25,
350,002646,39.29,42.0,38.97,
351,601003,6.5,6.96,6.45,
352,600743,8.66,9.46,8.63,
353,000541,18.26,19.98,17.8,
354,002715,68.6,74.59,68.02,
355,000989,43.8,48.15,43.3,
356,002193,27.3,29.8,27.15,
357,002542,18.33,19.93,18.33,
358,300091,50.5,53.98,49.5,
359,603077,27.1,28.78,27.08,
360,600477,15.1,16.4,15.01,
361,002677,25.16,27.2,25.0,
362,300112,27.61,29.99,27.41,
363,600767,33.59,37.16,33.23,
364,300191,38.55,41.3,38.18,
365,002570,28.4,30.97,28.4,
366,600596,19.4,21.19,19.09,
367,300345,64.13,68.07,61.88,
368,300281,28.0,29.0,26.46,
369,601098,30.77,33.15,30.5,
370,601100,21.02,22.57,20.88,
371,000565,52.8,52.99,50.15,
372,300012,44.0,44.0,41.56,
373,600172,24.86,26.58,24.86,
374,300166,50.85,55.5,50.85,
375,300116,18.8,20.76,18.73,
376,300245,35.9,39.0,35.9,
377,002524,15.65,16.87,15.41,
378,000488,12.54,13.48,12.39,
379,600664,14.89,15.78,14.56,
380,601799,50.89,54.02,50.7,
381,300086,49.01,52.5,49.01,
382,600668,22.79,24.68,22.73,
383,000910,23.67,25.72,23.4,
384,000702,17.8,19.0,17.71,
385,300265,22.55,23.96,22.26,
386,002256,39.1,40.38,37.9,
387,600865,25.74,27.5,25.61,
388,000600,15.75,16.6,15.65,
389,000422,11.77,12.8,11.72,
390,600726,9.23,9.91,9.23,
391,002067,12.51,13.34,12.3,
392,000570,15.92,17.35,15.8,
393,000525,27.0,28.6,26.51,
394,600506,28.64,31.42,28.21,
395,002279,91.0,98.0,90.5,
396,000909,27.12,29.81,27.05,
397,002168,20.29,21.8,20.2,
398,002418,38.52,41.8,37.54,
399,300224,30.88,33.5,30.85,
400,002058,31.05,34.12,31.05,
401,002068,12.7,13.6,12.42,
402,300351,53.2,57.9,53.2,
403,300289,70.0,72.8,69.41,
404,600159,9.6,10.48,9.45,
405,600775,27.0,28.98,26.94,
406,000876,25.08,26.34,24.58,
407,600090,25.01,27.5,25.01,
408,300306,34.87,37.06,34.45,
409,000958,35.11,38.1,35.11,
410,300227,50.0,52.2,50.0,
411,600317,7.18,7.86,7.18,
412,002628,9.38,9.95,9.35,
413,000838,30.16,31.99,29.65,
414,600868,8.52,9.27,8.44,
415,002356,43.5,47.0,43.5,
416,603678,112.15,123.0,111.85,
417,002695,52.0,56.45,51.95,
418,600985,30.27,32.55,30.27,
419,002642,79.35,85.4,79.3,
420,601808,29.6,31.87,29.15,
421,300261,31.25,33.51,31.0,
422,600391,75.0,78.98,73.8,
423,002025,43.4,45.97,43.32,
424,601107,8.65,9.1,8.6,
425,000678,15.66,16.89,15.41,
426,002523,13.44,14.26,13.4,
427,600794,13.68,14.6,13.66,
428,600210,11.65,12.65,11.65,
429,600605,28.58,30.35,28.58,
430,002455,13.86,14.6,13.85,
431,601339,25.72,27.8,25.64,
432,600883,25.08,26.97,25.08,
433,002132,12.2,13.5,12.02,
434,002393,55.5,59.5,54.7,
435,002636,29.55,31.5,29.0,
436,600385,29.8,32.0,29.8,
437,002679,38.0,40.51,37.14,
438,000587,36.0,38.08,35.38,
439,600426,19.53,21.34,19.43,
440,601965,16.3,17.24,16.0,
441,600127,12.1,13.3,11.86,
442,601789,17.87,19.58,17.86,
443,600261,11.11,11.74,11.0,
444,002242,19.25,20.5,19.15,
445,000017,23.1,24.98,22.81,
446,000635,19.45,20.58,19.0,
447,300140,58.0,62.94,57.99,
448,002714,48.3,52.05,48.3,
449,002243,18.75,20.13,18.6,
450,000921,14.66,15.54,14.5,
451,600854,12.36,13.27,12.31,
452,600189,20.63,22.54,20.5,
453,600307,8.8,9.78,8.56,
454,600107,20.99,22.17,20.41,
455,300193,36.83,40.24,36.0,
456,603003,44.63,46.99,44.0,
457,300074,23.66,25.63,23.66,
458,300235,49.26,53.5,49.0,
459,000721,15.35,16.8,15.35,
460,600152,18.8,20.1,18.46,
461,002262,38.8,40.55,38.2,
462,600298,35.05,36.59,35.0,
463,002466,88.1,95.8,87.1,
464,600302,17.38,18.55,17.0,
465,600886,12.68,13.38,12.6,
466,000915,70.43,72.5,69.0,
467,002223,67.8,73.4,67.8,
468,002619,45.58,48.88,45.58,
469,002204,18.76,20.39,18.51,
470,002298,34.8,37.66,34.61,
471,000419,15.1,15.98,14.8,
472,000590,35.18,35.18,34.12,
473,000916,10.76,11.45,10.67,
474,000912,12.0,12.36,11.75,
475,000858,29.42,32.08,29.42,
476,000557,11.78,12.37,11.78,
477,000927,11.19,11.76,11.12,
478,000802,39.2,43.35,38.23,
479,000976,17.23,17.23,17.07,
480,600156,16.4,17.67,16.12,
481,002608,15.93,16.82,15.93,
482,000711,25.41,26.72,25.41,
483,002192,45.0,46.5,43.2,
484,000155,17.27,17.27,17.27,
485,000659,8.1,8.22,8.01,
486,002664,50.02,53.58,49.01,
487,600308,10.0,10.95,9.85,
488,002371,56.78,60.3,56.77,
489,600231,8.22,8.88,8.22,
490,002171,34.5,36.39,34.02,
491,600320,11.2,11.97,10.93,
492,601258,16.07,16.44,15.37,
493,600439,11.65,12.54,11.43,
494,600027,9.57,10.22,9.57,
495,002210,35.05,37.0,34.3,
496,300299,40.01,42.49,40.0,
497,600033,7.18,7.63,7.16,
498,300095,17.07,17.86,16.9,
499,601999,19.39,20.9,19.33,
500,600313,24.84,25.87,24.56,
501,000551,18.6,20.25,18.3,
502,000009,22.95,24.32,22.63,
503,002403,27.68,30.2,27.28,
504,002638,27.01,28.5,26.88,
505,300090,30.6,31.35,29.68,
506,002723,58.5,62.68,58.15,
507,600873,14.25,15.13,14.0,
508,600419,47.07,49.8,45.11,
509,300176,40.55,43.07,39.82,
510,600293,18.52,19.58,18.49,
511,300268,32.79,34.56,32.79,
512,600409,11.65,12.4,11.64,
513,601311,29.4,31.28,29.0,
514,000619,19.6,20.45,19.1,
515,002046,19.42,20.47,19.26,
516,600120,48.16,51.99,46.93,
517,300350,173.08,191.0,172.0,
518,002454,27.62,29.1,27.62,
519,600966,7.08,7.58,6.96,
520,600990,118.51,130.35,115.9,
521,600149,26.4,29.0,25.4,
522,600252,29.28,31.88,28.8,
523,300042,40.6,42.8,39.83,
524,000591,33.5,35.99,33.02,
525,600037,46.3,49.5,45.65,
526,000599,16.0,17.3,16.0,
527,002054,16.23,16.97,16.14,
528,000993,16.7,17.49,16.44,
529,002131,91.63,99.83,90.5,
530,000880,22.19,23.66,22.01,
531,002555,55.12,59.01,54.78,
532,000722,30.18,33.85,30.18,
533,000837,22.5,23.85,22.49,
534,600861,27.0,27.0,24.8,
535,000930,20.57,22.44,20.35,
536,000713,19.6,21.87,19.6,
537,600337,21.7,23.5,21.48,
538,601818,5.99,6.27,5.88,
539,000637,13.36,14.3,13.19,
540,600148,35.29,38.0,34.7,
541,002039,22.8,24.75,22.35,
542,300104,67.5,72.7,65.02,
543,000835,23.23,24.86,23.01,
544,002444,24.52,26.22,24.52,
545,002518,50.4,53.6,48.0,
546,300118,18.26,19.0,17.78,
547,002300,15.52,16.35,15.52,
548,000812,18.43,19.75,17.4,
549,000043,17.7,18.85,17.36,
550,000859,14.2,14.68,13.7,
551,600403,11.0,11.96,10.86,
552,300202,51.79,54.54,51.37,
553,002304,107.5,112.42,106.51,
554,002117,49.0,53.33,47.51,
555,002423,21.85,23.0,21.33,
556,000026,24.9,26.1,24.73,
557,601898,11.1,12.32,11.03,
558,300221,18.14,18.98,17.62,
559,300275,40.58,43.69,39.61,
560,002350,31.2,32.51,30.72,
561,000970,27.4,28.81,27.02,
562,002407,46.6,49.0,46.0,
563,002105,15.11,15.8,14.91,
564,002648,19.89,21.05,19.69,
565,600268,16.77,17.58,16.43,
566,600386,25.28,26.99,24.72,
567,002361,28.62,30.68,28.51,
568,300310,49.9,53.77,49.0,
569,600487,42.4,45.2,41.5,
570,600498,37.0,38.6,36.5,
571,600118,72.01,76.02,71.66,
572,600128,27.84,30.12,27.2,
573,600281,12.89,13.3,12.7,
574,600208,9.7,10.3,9.6,
575,000709,5.89,6.36,5.81,
576,600133,16.89,17.45,16.4,
577,000792,32.68,34.84,32.67,
578,600758,22.16,24.27,21.86,
579,002632,30.51,32.5,30.51,
580,002129,30.05,30.96,29.5,
581,000568,28.63,30.81,28.63,
582,600103,12.34,13.26,12.1,
583,600980,33.0,35.1,32.95,
584,002482,39.9,42.1,39.9,
585,002327,20.2,21.88,19.89,
586,600480,28.48,30.99,28.32,
587,000868,14.36,15.2,14.36,
588,002083,10.52,11.1,10.49,
589,600581,10.45,11.19,10.3,
590,300025,38.39,40.0,37.54,
591,002706,62.0,64.55,61.41,
592,000036,10.42,11.0,10.21,
593,000616,15.91,17.31,15.74,
594,002468,30.0,31.64,30.0,
595,300128,33.46,35.75,33.2,
596,300046,32.68,34.78,32.68,
597,002190,65.81,70.1,65.81,
598,000408,29.1,30.3,29.01,
599,000731,18.35,19.72,18.01,
600,000980,14.4,14.99,14.4,
601,600755,16.4,17.28,15.83,
602,600843,28.41,28.41,26.6,
603,002365,30.3,32.78,30.1,
604,000833,23.34,24.66,22.22,
605,002011,22.56,24.44,22.16,
606,000006,18.73,19.84,18.73,
607,600114,22.9,24.28,22.72,
608,002253,66.9,68.97,66.0,
609,600969,27.26,29.52,27.26,
610,300022,21.7,22.6,20.8,
611,300336,37.7,39.17,37.32,
612,300105,22.4,23.38,22.2,
613,600851,18.15,19.58,18.01,
614,603366,18.77,19.48,18.77,
615,600373,33.73,35.35,33.09,
616,601177,18.12,19.34,18.12,
617,601919,13.77,14.53,13.65,
618,300225,13.45,14.18,13.36,
619,002331,50.1,52.81,50.09,
620,002048,28.92,30.28,28.39,
621,000572,10.22,10.73,10.15,
622,002119,39.39,42.6,39.35,
623,000035,25.85,26.86,25.31,
624,603636,86.15,90.99,86.15,
625,000955,13.93,14.64,13.75,
626,000514,12.88,13.89,12.8,
627,600180,43.2,45.8,42.86,
628,600592,24.6,25.85,23.66,
629,300346,40.72,42.5,39.8,
630,600493,22.08,24.08,21.82,
631,600820,20.5,21.22,20.19,
632,300341,40.17,41.71,38.96,
633,601168,13.8,14.43,13.61,
634,000897,10.22,10.6,10.01,
635,600250,19.16,20.56,18.83,
636,600428,12.28,12.85,12.27,
637,300206,46.12,48.8,45.71,
638,300002,26.2,27.5,25.73,
639,002077,26.11,27.9,25.8,
640,600398,17.5,18.58,17.45,
641,002551,56.02,57.59,55.17,
642,000573,11.46,12.31,11.38,
643,300262,26.83,28.33,25.26,
644,000090,31.5,33.45,31.45,
645,002052,20.6,21.97,20.39,
646,600022,5.39,5.65,5.28,
647,002035,21.89,22.94,21.89,
648,600603,24.03,25.11,23.54,
649,300138,26.08,27.79,25.7,
650,002283,26.9,28.0,26.5,
651,600958,37.95,39.85,37.95,
652,601918,13.43,14.28,13.2,
653,002536,59.52,66.28,59.52,
654,002260,52.1,54.0,52.0,
655,300142,47.0,49.25,47.0,
656,000953,19.07,20.1,19.02,
657,000978,19.44,20.5,19.44,
658,002202,24.4,25.45,24.4,
659,300354,50.03,53.1,49.74,
660,300359,141.99,150.99,141.56,
661,600601,13.07,13.9,13.07,
662,300283,20.26,20.82,19.7,
663,002389,27.32,28.48,26.85,
664,600279,19.78,20.74,19.51,
665,000014,35.82,38.77,35.82,
666,000759,14.12,14.52,13.85,
667,000501,26.7,27.99,26.7,
668,002258,37.0,38.77,36.3,
669,002143,38.18,40.49,38.15,
670,600979,12.42,13.05,12.23,
671,002480,26.05,27.39,25.6,
672,002150,19.35,20.39,19.15,
673,002635,30.3,31.58,29.5,
674,600183,13.67,14.2,13.48,
675,600249,15.92,16.68,15.63,
676,000949,9.1,9.61,8.9,
677,002394,22.88,23.85,22.61,
678,600243,20.05,21.45,20.01,
679,600283,23.85,24.97,23.35,
680,600522,32.0,33.69,31.58,
681,002234,17.0,17.78,17.0,
682,601218,15.36,15.78,15.06,
683,300032,41.85,46.46,41.85,
684,002721,83.67,88.0,83.0,
685,600463,25.29,26.9,25.0,
686,002420,17.3,18.68,17.2,
687,000547,32.79,33.98,32.0,
688,600378,28.8,30.78,28.43,
689,600693,18.5,19.72,18.11,
690,002665,41.25,45.0,40.45,
691,002616,34.57,36.49,34.57,
692,600039,8.17,8.48,8.08,
693,600695,15.3,16.1,15.3,
694,002501,23.0,24.42,22.86,
695,600255,10.25,10.88,10.06,
696,601998,8.18,8.49,8.07,
697,600536,56.16,58.2,55.2,
698,600057,21.6,22.76,20.85,
699,603030,63.99,68.95,61.9,
700,600415,18.0,19.06,17.4,
701,002028,24.7,25.97,24.68,
702,600533,10.09,10.73,10.09,
703,601588,8.62,8.98,8.5,
704,600020,9.84,10.46,9.69,
705,300186,41.4,42.85,41.07,
706,300201,21.65,22.5,21.18,
707,000521,11.13,11.5,11.01,
708,000519,25.68,26.7,25.5,
709,000888,18.09,18.99,18.09,
710,000673,44.0,48.2,43.75,
711,000690,18.2,18.2,16.79,
712,600615,33.4,34.96,33.0,
713,600526,28.98,29.88,28.02,
714,002133,15.5,16.88,14.88,
715,600476,41.9,43.5,41.76,
716,000703,18.05,18.79,18.05,
717,300263,36.15,36.85,34.91,
718,600389,42.88,45.23,42.4,
719,000576,28.78,30.26,28.45,
720,300208,80.8,85.2,80.8,
721,002666,39.7,42.4,39.7,
722,600203,23.58,24.23,23.1,
723,000596,42.01,44.5,42.01,
724,000042,28.55,30.0,28.45,
725,002286,18.7,19.5,18.62,
726,002396,42.01,43.45,41.62,
727,600548,11.21,11.65,11.05,
728,600228,21.47,23.06,21.3,
729,000895,26.15,26.88,26.0,
730,002513,29.8,31.5,29.39,
731,300064,20.45,21.5,20.16,
732,000807,10.62,10.98,10.47,
733,002227,48.81,51.5,48.81,
734,002060,16.58,17.6,15.8,
735,000735,12.12,12.8,12.02,
736,002291,23.38,24.99,23.03,
737,600512,9.07,9.57,8.91,
738,000819,54.4,58.23,54.01,
739,600365,28.2,29.81,28.0,
740,002383,61.87,66.66,61.17,
741,603456,76.34,81.33,76.34,
742,300218,25.15,26.93,25.15,
743,002026,19.34,20.14,19.09,
744,002533,14.75,15.49,14.66,
745,002087,12.04,12.67,12.0,
746,600223,13.87,14.9,13.69,
747,000631,10.45,11.16,10.44,
748,002686,31.3,32.6,31.3,
749,300342,46.2,48.12,46.0,
750,002722,41.42,42.95,41.02,
751,000717,9.23,9.65,9.12,
752,002605,27.42,29.0,27.42,
753,002554,19.75,20.65,19.75,
754,600178,16.28,17.0,15.9,
755,600578,8.97,9.27,8.97,
756,002726,20.6,21.4,20.6,
757,600006,12.21,12.94,11.93,
758,002380,79.75,82.1,78.33,
759,600360,13.51,14.26,13.51,
760,600537,26.06,27.78,26.0,
761,000733,35.09,36.88,33.8,
762,300106,28.5,29.85,28.5,
763,300154,38.66,40.55,37.88,
764,600358,25.45,26.78,25.36,
765,600452,31.59,32.99,31.25,
766,601088,24.59,26.0,24.58,
767,600098,18.69,19.6,18.27,
768,600290,19.0,19.5,18.56,
769,600894,28.85,30.45,28.51,
770,300312,74.55,77.5,72.0,
771,002313,29.47,30.5,29.31,
772,000615,25.18,26.2,24.99,
773,600435,58.05,60.5,57.3,
774,000617,21.05,21.74,20.7,
775,600841,23.8,26.03,23.8,
776,000885,19.0,19.93,18.7,
777,002311,27.41,28.56,27.22,
778,002498,27.01,29.17,26.67,
779,600871,10.32,10.78,10.14,
780,000418,24.0,25.0,23.87,
781,300029,22.68,23.98,22.53,
782,002231,30.31,32.36,29.6,
783,300260,44.15,45.49,43.96,
784,000821,31.38,32.1,29.28,
785,600885,39.81,41.35,39.76,
786,601872,10.18,10.5,9.95,
787,002066,23.71,25.71,23.53,
788,002281,68.06,71.38,68.03,
789,600093,29.0,31.0,28.7,
790,300295,203.0,209.21,190.28,
791,600802,14.26,14.89,14.22,
792,002228,37.11,39.68,37.11,
793,600322,9.15,9.58,9.1,
794,601188,8.58,9.0,8.49,
795,300036,68.89,69.45,64.61,
796,600702,30.6,33.63,30.31,
797,600527,12.41,13.01,12.2,
798,300338,28.29,29.98,28.29,
799,600456,29.0,30.3,28.71,
800,002617,63.2,65.3,60.3,
801,002663,14.44,14.85,14.3,
802,300067,17.45,18.28,17.31,
803,600058,38.41,40.78,37.2,
804,600295,15.0,15.79,14.93,
805,600377,10.13,10.45,9.99,
806,002537,24.77,24.77,23.58,
807,000928,31.6,32.25,30.5,
808,002162,15.92,16.87,15.78,
809,000425,17.39,18.28,17.15,
810,002155,15.61,16.25,15.38,
811,002384,29.7,29.89,27.79,
812,300181,17.14,18.18,17.12,
813,603369,47.55,51.28,47.55,
814,002246,21.8,23.3,21.5,
815,600143,15.74,16.47,15.52,
816,000638,35.43,35.43,32.0,
817,000920,33.72,35.9,33.6,
818,002459,23.3,24.37,23.09,
819,600165,28.69,31.5,28.3,
820,600594,71.12,73.5,70.52,
821,600055,85.0,86.11,75.1,
822,600005,6.83,7.04,6.7,
823,002442,16.0,16.98,15.91,
824,601199,40.09,41.78,39.56,
825,002595,28.16,29.4,27.9,
826,300082,14.53,14.85,14.29,
827,600275,14.07,14.86,13.7,
828,600379,24.6,25.97,24.5,
829,300320,21.8,22.83,21.68,
830,000529,19.02,20.26,19.02,
831,000627,16.51,17.24,16.51,
832,300237,36.97,37.73,35.75,
833,600135,28.39,29.6,28.21,
834,600331,14.68,15.46,14.5,
835,600971,11.3,11.98,11.27,
836,300305,38.0,39.93,38.0,
837,000567,32.7,34.7,32.68,
838,600356,16.19,16.97,16.05,
839,600500,23.91,25.1,22.7,
840,600179,24.31,25.15,23.45,
841,002320,34.19,37.11,33.9,
842,002107,42.85,44.1,42.55,
843,603555,58.68,63.01,56.51,
844,600460,13.07,13.65,13.07,
845,600125,18.45,19.8,18.45,
846,600986,41.85,45.0,41.8,
847,000751,11.96,12.64,11.81,
848,002154,14.2,15.0,14.08,
849,002621,28.86,30.0,28.6,
850,600094,26.33,28.18,25.92,
851,300134,44.8,45.88,44.06,
852,600195,37.35,38.18,36.55,
853,600674,30.15,30.99,29.7,
854,601929,21.08,22.1,20.71,
855,600764,32.33,35.35,31.5,
856,601208,15.56,16.32,15.36,
857,002478,20.5,21.28,20.37,
858,000581,39.58,41.29,39.58,
859,002430,18.25,19.2,18.18,
860,000929,24.85,25.85,24.45,
861,600746,17.42,19.0,17.42,
862,300139,31.61,33.18,31.61,
863,600074,27.02,29.89,26.0,
864,600810,14.53,15.3,14.53,
865,000554,17.6,19.1,17.18,
866,600429,14.59,15.23,14.39,
867,300321,158.0,159.8,151.06,
868,002088,23.0,23.68,22.52,
869,002006,16.52,17.18,16.25,
870,300174,40.36,41.7,38.59,
871,002391,27.18,27.86,26.92,
872,000701,25.12,26.45,25.12,
873,601607,29.32,30.15,29.2,
874,300102,14.67,15.34,14.48,
875,600675,15.25,15.79,14.88,
876,600551,30.29,31.58,29.84,
877,603703,86.1,89.98,82.18,
878,600315,48.93,50.5,48.81,
879,000039,30.52,31.66,30.2,
880,000806,28.26,28.98,27.41,
881,600586,9.63,10.2,9.58,
882,300011,48.8,51.5,48.8,
883,600199,15.72,16.66,15.71,
884,002232,29.16,30.5,29.16,
885,600329,29.9,31.2,29.65,
886,000951,26.71,27.94,26.66,
887,002411,25.58,26.49,25.2,
888,002522,43.43,45.3,43.2,
889,601788,34.77,35.88,34.75,
890,002728,79.0,81.83,79.0,
891,600647,46.52,49.31,46.3,
892,002597,17.64,19.0,17.15,
893,002263,15.09,15.56,14.6,
894,600877,15.13,15.3,14.68,
895,000830,12.75,12.8,12.4,
896,002705,25.25,26.28,25.06,
897,002567,18.41,19.2,18.41,
898,601116,16.81,17.66,16.81,
899,000685,38.92,39.88,38.35,
900,002573,28.26,29.67,27.5,
901,300211,33.7,34.8,33.49,
902,600855,47.5,48.98,46.52,
903,600848,34.69,35.98,34.01,
904,300314,47.88,52.0,47.1,
905,300109,96.1,102.0,96.09,
906,600479,28.3,29.63,28.01,
907,600771,60.82,63.59,60.0,
908,601991,8.85,9.15,8.82,
909,300155,56.0,56.7,51.0,
910,600665,11.93,12.68,11.88,
911,000972,13.19,13.95,12.8,
912,000070,32.8,34.18,32.52,
913,002163,19.45,19.9,18.86,
914,002215,28.06,28.7,28.02,
915,600336,12.02,12.44,11.99,
916,300146,54.22,58.19,53.4,
917,600325,21.57,21.94,21.05,
918,002526,19.5,20.47,19.39,
919,600121,10.74,11.22,10.7,
920,300357,62.68,65.48,62.68,
921,600076,16.9,17.88,16.78,
922,002675,61.65,65.08,61.65,
923,600238,21.51,22.46,21.3,
924,002214,20.41,21.24,20.18,
925,603020,72.67,74.48,71.58,
926,002541,28.5,29.98,28.15,
927,002719,65.5,69.0,65.5,
928,300204,52.3,53.59,51.78,
929,600469,24.05,24.59,23.68,
930,000559,30.11,32.08,29.3,
931,000585,9.28,9.59,9.11,
932,600519,262.12,273.0,261.0,
933,002440,32.88,34.0,32.75,
934,000157,10.11,10.78,9.9,
935,300236,43.08,44.58,42.9,
936,300337,34.46,35.8,33.61,
937,600060,33.38,34.25,33.1,
938,600580,22.8,23.96,22.7,
939,600584,28.31,29.88,28.3,
940,600108,13.8,14.57,13.68,
941,002332,26.77,29.0,26.57,
942,002465,44.15,46.18,44.15,
943,600742,39.8,40.97,39.46,
944,601880,9.41,9.89,9.39,
945,300180,20.12,20.8,19.94,
946,002386,12.02,12.77,12.0,
947,600830,20.13,21.5,20.01,
948,002755,72.63,72.63,62.77,
949,002175,139.99,145.5,130.0,
950,000936,20.37,21.4,20.37,
951,600803,25.8,26.99,25.35,
952,300209,36.56,37.5,36.36,
953,600798,12.27,12.7,12.04,
954,002218,17.25,17.9,17.12,
955,600157,9.13,9.49,9.04,
956,600200,41.95,41.98,39.18,
957,000729,12.5,12.67,12.28,
958,300367,92.99,93.0,88.9,
959,000089,13.67,14.51,13.55,
960,000680,11.96,12.5,11.65,
961,600699,51.0,52.76,51.0,
962,002378,22.29,22.95,22.0,
963,000860,29.31,30.75,29.11,
964,000948,46.73,48.8,46.7,
965,000156,55.88,57.65,54.09,
966,300127,23.94,24.76,23.7,
967,000511,16.0,16.7,15.79,
968,300050,42.0,43.55,41.98,
969,600731,17.49,18.33,17.38,
970,600679,26.22,27.41,25.15,
971,600239,15.39,15.64,15.02,
972,600856,32.78,33.8,32.4,
973,000789,13.36,13.63,13.28,
974,002330,17.2,18.05,17.2,
975,002700,21.08,21.88,20.71,
976,601225,11.45,11.7,11.3,
977,600791,17.0,17.78,16.6,
978,600846,18.15,18.96,17.84,
979,000561,19.7,20.31,19.3,
980,000968,13.99,14.5,13.97,
981,300006,74.76,79.48,74.0,
982,300392,182.3,188.99,181.5,
983,002270,29.81,31.5,29.81,
984,601016,29.39,30.9,28.77,
985,600857,33.64,35.6,32.99,
